race_id,date,race_name,url,venue
201202120511,2012-02-12,フェブラリーS,https://www.keibalab.jp/db/race/201202120511/,東京/中山
201202120512,2012-02-12,フェブラリーS,https://www.keibalab.jp/db/race/201202120512/,東京/中山
201202120611,2012-02-12,フェブラリーS,https://www.keibalab.jp/db/race/201202120611/,東京/中山
201202120612,2012-02-12,フェブラリーS,https://www.keibalab.jp/db/race/201202120612/,東京/中山
201202130511,2012-02-13,フェブラリーS,https://www.keibalab.jp/db/race/201202130511/,東京/中山
201202130512,2012-02-13,フェブラリーS,https://www.keibalab.jp/db/race/201202130512/,東京/中山
201202130611,2012-02-13,フェブラリーS,https://www.keibalab.jp/db/race/201202130611/,東京/中山
201202130612,2012-02-13,フェブラリーS,https://www.keibalab.jp/db/race/201202130612/,東京/中山
201202140511,2012-02-14,フェブラリーS,https://www.keibalab.jp/db/race/201202140511/,東京/中山
201202140512,2012-02-14,フェブラリーS,https://www.keibalab.jp/db/race/201202140512/,東京/中山
201202140611,2012-02-14,フェブラリーS,https://www.keibalab.jp/db/race/201202140611/,東京/中山
201202140612,2012-02-14,フェブラリーS,https://www.keibalab.jp/db/race/201202140612/,東京/中山
201202150511,2012-02-15,フェブラリーS,https://www.keibalab.jp/db/race/201202150511/,東京/中山
201202150512,2012-02-15,フェブラリーS,https://www.keibalab.jp/db/race/201202150512/,東京/中山
201202150611,2012-02-15,フェブラリーS,https://www.keibalab.jp/db/race/201202150611/,東京/中山
201202150612,2012-02-15,フェブラリーS,https://www.keibalab.jp/db/race/201202150612/,東京/中山
201202160511,2012-02-16,フェブラリーS,https://www.keibalab.jp/db/race/201202160511/,東京/中山
201202160512,2012-02-16,フェブラリーS,https://www.keibalab.jp/db/race/201202160512/,東京/中山
201202160611,2012-02-16,フェブラリーS,https://www.keibalab.jp/db/race/201202160611/,東京/中山
201202160612,2012-02-16,フェブラリーS,https://www.keibalab.jp/db/race/201202160612/,東京/中山
201202170511,2012-02-17,フェブラリーS,https://www.keibalab.jp/db/race/201202170511/,東京/中山
201202170512,2012-02-17,フェブラリーS,https://www.keibalab.jp/db/race/201202170512/,東京/中山
201202170611,2012-02-17,フェブラリーS,https://www.keibalab.jp/db/race/201202170611/,東京/中山
201202170612,2012-02-17,フェブラリーS,https://www.keibalab.jp/db/race/201202170612/,東京/中山
201202180511,2012-02-18,フェブラリーS,https://www.keibalab.jp/db/race/201202180511/,東京/中山
201202180512,2012-02-18,フェブラリーS,https://www.keibalab.jp/db/race/201202180512/,東京/中山
201202180611,2012-02-18,フェブラリーS,https://www.keibalab.jp/db/race/201202180611/,東京/中山
201202180612,2012-02-18,フェブラリーS,https://www.keibalab.jp/db/race/201202180612/,東京/中山
201202190511,2012-02-19,フェブラリーS,https://www.keibalab.jp/db/race/201202190511/,東京/中山
201202190512,2012-02-19,フェブラリーS,https://www.keibalab.jp/db/race/201202190512/,東京/中山
201202190611,2012-02-19,フェブラリーS,https://www.keibalab.jp/db/race/201202190611/,東京/中山
201202190612,2012-02-19,フェブラリーS,https://www.keibalab.jp/db/race/201202190612/,東京/中山
201202200511,2012-02-20,フェブラリーS,https://www.keibalab.jp/db/race/201202200511/,東京/中山
201202200512,2012-02-20,フェブラリーS,https://www.keibalab.jp/db/race/201202200512/,東京/中山
201202200611,2012-02-20,フェブラリーS,https://www.keibalab.jp/db/race/201202200611/,東京/中山
201202200612,2012-02-20,フェブラリーS,https://www.keibalab.jp/db/race/201202200612/,東京/中山
201202210511,2012-02-21,フェブラリーS,https://www.keibalab.jp/db/race/201202210511/,東京/中山
201202210512,2012-02-21,フェブラリーS,https://www.keibalab.jp/db/race/201202210512/,東京/中山
201202210611,2012-02-21,フェブラリーS,https://www.keibalab.jp/db/race/201202210611/,東京/中山
201202210612,2012-02-21,フェブラリーS,https://www.keibalab.jp/db/race/201202210612/,東京/中山
201202220511,2012-02-22,フェブラリーS,https://www.keibalab.jp/db/race/201202220511/,東京/中山
201202220512,2012-02-22,フェブラリーS,https://www.keibalab.jp/db/race/201202220512/,東京/中山
201202220611,2012-02-22,フェブラリーS,https://www.keibalab.jp/db/race/201202220611/,東京/中山
201202220612,2012-02-22,フェブラリーS,https://www.keibalab.jp/db/race/201202220612/,東京/中山
201202230511,2012-02-23,フェブラリーS,https://www.keibalab.jp/db/race/201202230511/,東京/中山
201202230512,2012-02-23,フェブラリーS,https://www.keibalab.jp/db/race/201202230512/,東京/中山
201202230611,2012-02-23,フェブラリーS,https://www.keibalab.jp/db/race/201202230611/,東京/中山
201202230612,2012-02-23,フェブラリーS,https://www.keibalab.jp/db/race/201202230612/,東京/中山
201202240511,2012-02-24,フェブラリーS,https://www.keibalab.jp/db/race/201202240511/,東京/中山
201202240512,2012-02-24,フェブラリーS,https://www.keibalab.jp/db/race/201202240512/,東京/中山
201202240611,2012-02-24,フェブラリーS,https://www.keibalab.jp/db/race/201202240611/,東京/中山
201202240612,2012-02-24,フェブラリーS,https://www.keibalab.jp/db/race/201202240612/,東京/中山
201202250511,2012-02-25,フェブラリーS,https://www.keibalab.jp/db/race/201202250511/,東京/中山
201202250512,2012-02-25,フェブラリーS,https://www.keibalab.jp/db/race/201202250512/,東京/中山
201202250611,2012-02-25,フェブラリーS,https://www.keibalab.jp/db/race/201202250611/,東京/中山
201202250612,2012-02-25,フェブラリーS,https://www.keibalab.jp/db/race/201202250612/,東京/中山
201202260511,2012-02-26,フェブラリーS,https://www.keibalab.jp/db/race/201202260511/,東京/中山
201202260512,2012-02-26,フェブラリーS,https://www.keibalab.jp/db/race/201202260512/,東京/中山
201202260611,2012-02-26,フェブラリーS,https://www.keibalab.jp/db/race/201202260611/,東京/中山
201202260612,2012-02-26,フェブラリーS,https://www.keibalab.jp/db/race/201202260612/,東京/中山
201202270511,2012-02-27,フェブラリーS,https://www.keibalab.jp/db/race/201202270511/,東京/中山
201202270512,2012-02-27,フェブラリーS,https://www.keibalab.jp/db/race/201202270512/,東京/中山
201202270611,2012-02-27,フェブラリーS,https://www.keibalab.jp/db/race/201202270611/,東京/中山
201202270612,2012-02-27,フェブラリーS,https://www.keibalab.jp/db/race/201202270612/,東京/中山
201202280511,2012-02-28,フェブラリーS,https://www.keibalab.jp/db/race/201202280511/,東京/中山
201202280512,2012-02-28,フェブラリーS,https://www.keibalab.jp/db/race/201202280512/,東京/中山
201202280611,2012-02-28,フェブラリーS,https://www.keibalab.jp/db/race/201202280611/,東京/中山
201202280612,2012-02-28,フェブラリーS,https://www.keibalab.jp/db/race/201202280612/,東京/中山
201203190711,2012-03-19,高松宮記念,https://www.keibalab.jp/db/race/201203190711/,中京
201203190712,2012-03-19,高松宮記念,https://www.keibalab.jp/db/race/201203190712/,中京
201203200711,2012-03-20,高松宮記念,https://www.keibalab.jp/db/race/201203200711/,中京
201203200712,2012-03-20,高松宮記念,https://www.keibalab.jp/db/race/201203200712/,中京
201203210711,2012-03-21,高松宮記念,https://www.keibalab.jp/db/race/201203210711/,中京
201203210712,2012-03-21,高松宮記念,https://www.keibalab.jp/db/race/201203210712/,中京
201203220711,2012-03-22,高松宮記念,https://www.keibalab.jp/db/race/201203220711/,中京
201203220712,2012-03-22,高松宮記念,https://www.keibalab.jp/db/race/201203220712/,中京
201203230711,2012-03-23,高松宮記念,https://www.keibalab.jp/db/race/201203230711/,中京
201203230712,2012-03-23,高松宮記念,https://www.keibalab.jp/db/race/201203230712/,中京
201203240711,2012-03-24,高松宮記念,https://www.keibalab.jp/db/race/201203240711/,中京
201203240712,2012-03-24,高松宮記念,https://www.keibalab.jp/db/race/201203240712/,中京
201203250711,2012-03-25,高松宮記念,https://www.keibalab.jp/db/race/201203250711/,中京
201203250712,2012-03-25,高松宮記念,https://www.keibalab.jp/db/race/201203250712/,中京
201203260711,2012-03-26,高松宮記念,https://www.keibalab.jp/db/race/201203260711/,中京
201203260712,2012-03-26,高松宮記念,https://www.keibalab.jp/db/race/201203260712/,中京
201203270711,2012-03-27,高松宮記念,https://www.keibalab.jp/db/race/201203270711/,中京
201203270712,2012-03-27,高松宮記念,https://www.keibalab.jp/db/race/201203270712/,中京
201203280711,2012-03-28,高松宮記念,https://www.keibalab.jp/db/race/201203280711/,中京
201203280712,2012-03-28,高松宮記念,https://www.keibalab.jp/db/race/201203280712/,中京
201203290711,2012-03-29,高松宮記念,https://www.keibalab.jp/db/race/201203290711/,中京
201203290712,2012-03-29,高松宮記念,https://www.keibalab.jp/db/race/201203290712/,中京
201203300711,2012-03-30,高松宮記念,https://www.keibalab.jp/db/race/201203300711/,中京
201203300712,2012-03-30,高松宮記念,https://www.keibalab.jp/db/race/201203300712/,中京
201203310711,2012-03-31,高松宮記念,https://www.keibalab.jp/db/race/201203310711/,中京
201203310712,2012-03-31,高松宮記念,https://www.keibalab.jp/db/race/201203310712/,中京
201204050911,2012-04-05,桜花賞,https://www.keibalab.jp/db/race/201204050911/,阪神
201204050912,2012-04-05,桜花賞,https://www.keibalab.jp/db/race/201204050912/,阪神
201204060911,2012-04-06,桜花賞,https://www.keibalab.jp/db/race/201204060911/,阪神
201204060912,2012-04-06,桜花賞,https://www.keibalab.jp/db/race/201204060912/,阪神
201204070911,2012-04-07,桜花賞,https://www.keibalab.jp/db/race/201204070911/,阪神
201204070912,2012-04-07,桜花賞,https://www.keibalab.jp/db/race/201204070912/,阪神
201204080911,2012-04-08,桜花賞,https://www.keibalab.jp/db/race/201204080911/,阪神
201204080912,2012-04-08,桜花賞,https://www.keibalab.jp/db/race/201204080912/,阪神
201204090911,2012-04-09,桜花賞,https://www.keibalab.jp/db/race/201204090911/,阪神
201204090912,2012-04-09,桜花賞,https://www.keibalab.jp/db/race/201204090912/,阪神
201204100911,2012-04-10,桜花賞,https://www.keibalab.jp/db/race/201204100911/,阪神
201204100912,2012-04-10,桜花賞,https://www.keibalab.jp/db/race/201204100912/,阪神
201204110911,2012-04-11,桜花賞,https://www.keibalab.jp/db/race/201204110911/,阪神
201204110912,2012-04-11,桜花賞,https://www.keibalab.jp/db/race/201204110912/,阪神
201204120911,2012-04-12,桜花賞,https://www.keibalab.jp/db/race/201204120911/,阪神
201204120912,2012-04-12,桜花賞,https://www.keibalab.jp/db/race/201204120912/,阪神
201204130911,2012-04-13,桜花賞,https://www.keibalab.jp/db/race/201204130911/,阪神
201204130912,2012-04-13,桜花賞,https://www.keibalab.jp/db/race/201204130912/,阪神
201204140911,2012-04-14,桜花賞,https://www.keibalab.jp/db/race/201204140911/,阪神
201204140912,2012-04-14,桜花賞,https://www.keibalab.jp/db/race/201204140912/,阪神
201204150911,2012-04-15,桜花賞,https://www.keibalab.jp/db/race/201204150911/,阪神
201204150912,2012-04-15,桜花賞,https://www.keibalab.jp/db/race/201204150912/,阪神
201204160911,2012-04-16,桜花賞,https://www.keibalab.jp/db/race/201204160911/,阪神
201204160912,2012-04-16,桜花賞,https://www.keibalab.jp/db/race/201204160912/,阪神
201204170911,2012-04-17,桜花賞,https://www.keibalab.jp/db/race/201204170911/,阪神
201204170912,2012-04-17,桜花賞,https://www.keibalab.jp/db/race/201204170912/,阪神
201204180911,2012-04-18,桜花賞,https://www.keibalab.jp/db/race/201204180911/,阪神
201204180912,2012-04-18,桜花賞,https://www.keibalab.jp/db/race/201204180912/,阪神
201204190911,2012-04-19,桜花賞,https://www.keibalab.jp/db/race/201204190911/,阪神
201204190912,2012-04-19,桜花賞,https://www.keibalab.jp/db/race/201204190912/,阪神
201204200911,2012-04-20,桜花賞,https://www.keibalab.jp/db/race/201204200911/,阪神
201204200912,2012-04-20,桜花賞,https://www.keibalab.jp/db/race/201204200912/,阪神
201204210911,2012-04-21,桜花賞,https://www.keibalab.jp/db/race/201204210911/,阪神
201204210912,2012-04-21,桜花賞,https://www.keibalab.jp/db/race/201204210912/,阪神
201204120611,2012-04-12,皐月賞,https://www.keibalab.jp/db/race/201204120611/,中山
201204120612,2012-04-12,皐月賞,https://www.keibalab.jp/db/race/201204120612/,中山
201204130611,2012-04-13,皐月賞,https://www.keibalab.jp/db/race/201204130611/,中山
201204130612,2012-04-13,皐月賞,https://www.keibalab.jp/db/race/201204130612/,中山
201204140611,2012-04-14,皐月賞,https://www.keibalab.jp/db/race/201204140611/,中山
201204140612,2012-04-14,皐月賞,https://www.keibalab.jp/db/race/201204140612/,中山
201204150611,2012-04-15,皐月賞,https://www.keibalab.jp/db/race/201204150611/,中山
201204150612,2012-04-15,皐月賞,https://www.keibalab.jp/db/race/201204150612/,中山
201204160611,2012-04-16,皐月賞,https://www.keibalab.jp/db/race/201204160611/,中山
201204160612,2012-04-16,皐月賞,https://www.keibalab.jp/db/race/201204160612/,中山
201204170611,2012-04-17,皐月賞,https://www.keibalab.jp/db/race/201204170611/,中山
201204170612,2012-04-17,皐月賞,https://www.keibalab.jp/db/race/201204170612/,中山
201204180611,2012-04-18,皐月賞,https://www.keibalab.jp/db/race/201204180611/,中山
201204180612,2012-04-18,皐月賞,https://www.keibalab.jp/db/race/201204180612/,中山
201204190611,2012-04-19,皐月賞,https://www.keibalab.jp/db/race/201204190611/,中山
